CURRENTDUE,SORTNAME,PROJECTTYPE,BUDGETEDEMPLOYEE,ROLE,DATERECEIVED,STATUS,GROUPS,DETAILBUDGETHOURS,CLTNUM,INCHARGE,PRIMARYPARTNER,DESCRIPTION,PREPARERPOOL,ENGDESC,SKILLLEVEL
8/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Ingram, Bishop",Preparer,,Waiting For Info,Cote,0.5,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - July,No Selection,,No Selection
9/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - August,No Selection,,Partner
9/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Ingram, Bishop",Preparer,,Waiting For Info,Cote,0.5,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - August,No Selection,,No Selection
10/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - Sept.,No Selection,,Partner
10/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Ingram, Bishop",Preparer,,Waiting For Info,Cote,0.5,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - Sept.,No Selection,,No Selection
11/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - Oct.,No Selection,,Partner
11/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Ingram, Bishop",Preparer,,Waiting For Info,Cote,0.5,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - Oct.,No Selection,,No Selection
12/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - Nov.,No Selection,,Partner
12/15/2024,"O'Kon, Gerlach and Stark",Payroll Tax Deposits,"Ingram, Bishop",Preparer,,Waiting For Info,Cote,0.5,53399,"Gray, Kori","Gray, Kori",Schedule Tax Deposit - Nov.,No Selection,,No Selection
12/31/2024,"O'Kon, Gerlach and Stark",Payroll Tax (941),"Morrow, Esperanza",Reviewer,,Waiting For Info,Cote,1,53399,"Lugo, Kyree","Gray, Kori",Annual Payroll Computation,,,Manager
12/31/2024,"O'Kon, Gerlach and Stark",Payroll Tax (941),"Ingram, Bishop",Preparer,,Waiting For Info,Cote,4,53399,"Lugo, Kyree","Gray, Kori",Annual Payroll Computation,,,No Selection
2/15/2024,"O'Kon, Gerlach and Stark",Write Up (Quarterly),"Morrow, Esperanza",Reviewer,,Waiting For Info,Cote,1,53399,"Gray, Kori","Gray, Kori",Q4,No Selection,,Manager
2/15/2024,"O'Kon, Gerlach and Stark",Write Up (Quarterly),"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Q4,No Selection,,Partner
2/15/2024,"O'Kon, Gerlach and Stark",Write Up (Quarterly),"Ingram, Bishop",Preparer,,Waiting For Info,Cote,3,53399,"Gray, Kori","Gray, Kori",Q4,No Selection,,No Selection
5/15/2024,"O'Kon, Gerlach and Stark",Write Up (Quarterly),"Morrow, Esperanza",Reviewer,,Waiting For Info,Cote,1,53399,"Gray, Kori","Gray, Kori",Q1,No Selection,,Manager
5/15/2024,"O'Kon, Gerlach and Stark",Write Up (Quarterly),"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Q1,No Selection,,Partner
5/15/2024,"O'Kon, Gerlach and Stark",Write Up (Quarterly),"Ingram, Bishop",Preparer,,Waiting For Info,Cote,2,53399,"Gray, Kori","Gray, Kori",Q1,No Selection,,No Selection
7/30/2024,"O'Kon, Gerlach and Stark",Write Up (Quarterly),"Morrow, Esperanza",Reviewer,,Waiting For Info,Cote,1,53399,"Gray, Kori","Gray, Kori",Q2,No Selection,,Manager
7/30/2024,"O'Kon, Gerlach and Stark",Write Up (Quarterly),"Gray, Kori",Reviewer,,Waiting For Info,Cote,0.25,53399,"Gray, Kori","Gray, Kori",Q2,No Selection,,Partner
7/30/2024,"O'Kon, Gerlach and Stark",Write Up (Quarterly),"Ingram, Bishop",Preparer,,Waiting For Info,Cote,2,53399,"Gray, Kori","Gray, Kori",Q2,No Selection,,No Selection
9/15/2024,Mraz - Reichert,Partnership Income Tax,No Selection,Preparer,,Extension Filed,Greenberg,4,53400,"Cummings, Sara","Cummings, Sara",,Staff Pool,,No Selection
9/15/2024,Mraz - Reichert,Partnership Income Tax,"Cummings, Sara",Reviewer,,Extension Filed,Greenberg,1,53400,"Cummings, Sara","Cummings, Sara",,Staff Pool,,Partner
4/30/2024,"Walker, Konopelski and Moore",Compilation,"Lugo, Kyree",Reviewer,,Waiting For Info,Palafox,2.5,52546,"Gray, Kori","Gray, Kori",1st quarter,,Accounting/Bookkeeping,Manager
4/30/2024,"Walker, Konopelski and Moore",Compilation,"Harrington, Celeste",Tech Reviewer,,Waiting For Info,Palafox,1,52546,"Gray, Kori","Gray, Kori",1st quarter,,Accounting/Bookkeeping,Partner
4/30/2024,"Walker, Konopelski and Moore",Compilation,"Gray, Kori",Preparer,,Waiting For Info,Palafox,6.5,52546,"Gray, Kori","Gray, Kori",1st quarter,,Accounting/Bookkeeping,Partner
4/30/2024,"Walker, Konopelski and Moore",Compilation,"Gray, Kori",Reviewer,,Waiting For Info,Palafox,1,52546,"Gray, Kori","Gray, Kori",1st quarter,,Accounting/Bookkeeping,Partner
7/31/2024,"Walker, Konopelski and Moore",Compilation,"Lugo, Kyree",Reviewer,,Waiting For Info,Palafox,2.5,52546,"Gray, Kori","Gray, Kori",2nd quarter,,Accounting/Bookkeeping,Manager
7/31/2024,"Walker, Konopelski and Moore",Compilation,"Harrington, Celeste",Tech Reviewer,,Waiting For Info,Palafox,1,52546,"Gray, Kori","Gray, Kori",2nd quarter,,Accounting/Bookkeeping,Partner
7/31/2024,"Walker, Konopelski and Moore",Compilation,"Foster, Wren",Preparer,,Waiting For Info,Palafox,6.5,52546,"Gray, Kori","Gray, Kori",2nd quarter,,Accounting/Bookkeeping,Paraprofessional
7/31/2024,"Walker, Konopelski and Moore",Compilation,"Gray, Kori",Reviewer,,Waiting For Info,Palafox,1,52546,"Gray, Kori","Gray, Kori",2nd quarter,,Accounting/Bookkeeping,Partner
10/31/2024,"Walker, Konopelski and Moore",Compilation,"Lugo, Kyree",Reviewer,,Waiting For Info,Palafox,2.5,52546,"Gray, Kori","Gray, Kori",3rd quarter,No Selection,Accounting/Bookkeeping,Manager
10/31/2024,"Walker, Konopelski and Moore",Compilation,"Harrington, Celeste",Tech Reviewer,,Waiting For Info,Palafox,1,52546,"Gray, Kori","Gray, Kori",3rd quarter,No Selection,Accounting/Bookkeeping,Partner
10/31/2024,"Walker, Konopelski and Moore",Compilation,"Foster, Wren",Preparer,,Waiting For Info,Palafox,6.5,52546,"Gray, Kori","Gray, Kori",3rd quarter,No Selection,Accounting/Bookkeeping,Paraprofessional
10/31/2024,"Walker, Konopelski and Moore",Compilation,"Gray, Kori",Reviewer,,Waiting For Info,Palafox,1,52546,"Gray, Kori","Gray, Kori",3rd quarter,No Selection,Accounting/Bookkeeping,Partner
4/15/2024,Stracke - Kessler,Individual Income Tax,"Morrow, Esperanza",Reviewer,,Waiting For Info,Lambeth,8,53406,"Gardner, Asa","Gardner, Asa",,No Selection,,Manager
4/15/2024,Stracke - Kessler,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Lambeth,6,53406,"Gardner, Asa","Gardner, Asa",,No Selection,,Partner
4/15/2024,Stracke - Kessler,Individual Income Tax,"Chen, Lyla",Preparer,,Waiting For Info,Lambeth,12,53406,"Gardner, Asa","Gardner, Asa",,No Selection,,Associate
4/15/2024,Stracke - Kessler,Partnership Income Tax,"Small, Diego",Preparer,,Waiting For Info,Lambeth,4,53406,"Gardner, Asa","Gardner, Asa",SMLLC - Presidio Law Firm LLP,No Selection,,Associate
4/15/2024,Stracke - Kessler,Partnership Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Lambeth,2,53406,"Gardner, Asa","Gardner, Asa",SMLLC - Presidio Law Firm LLP,No Selection,,Partner
4/15/2024,"Littel, Walsh and Krajcik",Individual Gift Tax,"Gardner, Asa",Preparer,,Waiting For Info,Beaudoin,4,53410,"Gardner, Asa","Gardner, Asa",,No Selection,,Partner
4/15/2024,"Hermann, Brekke and Von",Individual Income Tax,Intern,Preparer,,Waiting For Info,ZZINDIV,4,53413,"Middleton, Cecilia","Middleton, Cecilia",,Intern Pool,,Intern
4/15/2024,"Hermann, Brekke and Von",Individual Income Tax,"Middleton, Cecilia",Reviewer,,Waiting For Info,ZZINDIV,3,53413,"Middleton, Cecilia","Middleton, Cecilia",,Intern Pool,,Manager
9/15/2024,Batz - Little,Partnership Income Tax,"Morrow, Esperanza",Reviewer,,Extension Filed,Silcox,5,53423,"Gardner, Asa","Gardner, Asa",,No Selection,,Manager
9/15/2024,Batz - Little,Partnership Income Tax,"Gardner, Asa",Reviewer,,Extension Filed,Silcox,2,53423,"Gardner, Asa","Gardner, Asa",,No Selection,,Partner
9/15/2024,Batz - Little,Partnership Income Tax,"McCall, Nelson",Preparer,,Extension Filed,Silcox,10,53423,"Gardner, Asa","Gardner, Asa",,No Selection,,Associate
12/31/2024,Kihn - Bradtke,Miscellaneous,"Morrow, Esperanza",Reviewer,,Waiting For Info,Silcox,3,53426,"Gardner, Asa","Gardner, Asa",,No Selection,,Manager
12/31/2024,Kihn - Bradtke,Miscellaneous,"Gardner, Asa",Reviewer,,Waiting For Info,Silcox,2,53426,"Gardner, Asa","Gardner, Asa",,No Selection,,Partner
12/31/2024,Kihn - Bradtke,Miscellaneous,"McCall, Nelson",Preparer,,Waiting For Info,Silcox,6,53426,"Gardner, Asa","Gardner, Asa",,No Selection,,Associate
9/15/2024,Nicolas - Brekke,Partnership Income Tax,"Olsen, Murphy",Reviewer,,Extension Filed,Hammett,4,53433,"Olsen, Murphy","Gardner, Asa",,Staff Pool,,Supervisor
9/15/2024,Nicolas - Brekke,Partnership Income Tax,"Small, Diego",Preparer,,Extension Filed,Hammett,6,53433,"Olsen, Murphy","Gardner, Asa",,Staff Pool,,Associate
9/15/2024,Nicolas - Brekke,Partnership Income Tax,"Gardner, Asa",Reviewer,,Extension Filed,Hammett,2,53433,"Olsen, Murphy","Gardner, Asa",,Staff Pool,,Partner
5/15/2024,Nicolas - Brekke,Miscellaneous,No Selection,Preparer,,Waiting For Info,Hammett,0,53433,"Gardner, Asa","Gardner, Asa",TX franchise tax return,No Selection,,No Selection
5/15/2024,Nicolas - Brekke,Miscellaneous,"Olsen, Murphy",Reviewer,,Waiting For Info,Hammett,0,53433,"Gardner, Asa","Gardner, Asa",TX franchise tax return,No Selection,,Supervisor
5/15/2024,Nicolas - Brekke,Miscellaneous,"Gardner, Asa",Reviewer,,Waiting For Info,Hammett,0,53433,"Gardner, Asa","Gardner, Asa",TX franchise tax return,No Selection,,Partner
4/15/2024,Wiza - Zulauf,Partnership Income Tax,"Olsen, Murphy",Reviewer,,Waiting For Info,Hammett,0,53436,"Olsen, Murphy","Gardner, Asa",SMLLC,Intern Pool,,Supervisor
4/15/2024,Wiza - Zulauf,Partnership Income Tax,Intern,Preparer,,Waiting For Info,Hammett,0,53436,"Olsen, Murphy","Gardner, Asa",SMLLC,Intern Pool,,Intern
4/15/2024,Wiza - Zulauf,Partnership Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Hammett,0,53436,"Olsen, Murphy","Gardner, Asa",SMLLC,Intern Pool,,Partner
9/15/2024,"Wisozk, Doyle and Treutel",Partnership Income Tax,"Olsen, Murphy",Reviewer,,Extension Filed,Hammett,4,53437,"Olsen, Murphy","Gardner, Asa",,Staff Pool,,Supervisor
9/15/2024,"Wisozk, Doyle and Treutel",Partnership Income Tax,"Gardner, Asa",Reviewer,,Extension Filed,Hammett,2,53437,"Olsen, Murphy","Gardner, Asa",,Staff Pool,,Partner
9/15/2024,"Wisozk, Doyle and Treutel",Partnership Income Tax,"Romero, Guadalupe",Preparer,,Extension Filed,Hammett,6,53437,"Olsen, Murphy","Gardner, Asa",,Staff Pool,,Associate
9/15/2024,"Champlin, Stracke and Swaniawski",S Corporation Income Tax,"Gutierrez, Joyce",Preparer,,Extension Filed,Sams,4,53443,"Gray, Kori","Gray, Kori",,Staff Pool,,Associate
9/15/2024,"Champlin, Stracke and Swaniawski",S Corporation Income Tax,"Olsen, Murphy",Reviewer,,Extension Filed,Sams,3,53443,"Gray, Kori","Gray, Kori",,Staff Pool,,Supervisor
9/15/2024,"Champlin, Stracke and Swaniawski",S Corporation Income Tax,"Gray, Kori",Reviewer,,Extension Filed,Sams,2,53443,"Gray, Kori","Gray, Kori",,Staff Pool,,Partner
12/31/2024,"Smith, Ritchie and Weber",Miscellaneous,"Olsen, Murphy",Reviewer,,Waiting For Info,Crooks,2,53459,"Gray, Kori","Gray, Kori",Projection,Staff Pool,,Supervisor
12/31/2024,"Smith, Ritchie and Weber",Miscellaneous,"Gray, Kori",Reviewer,,Waiting For Info,Crooks,1,53459,"Gray, Kori","Gray, Kori",Projection,Staff Pool,,Partner
12/31/2024,"Smith, Ritchie and Weber",Miscellaneous,"Chen, Lyla",Preparer,,Waiting For Info,Crooks,3,53459,"Gray, Kori","Gray, Kori",Projection,Staff Pool,,Associate
3/15/2024,Muller - Reinger,Write Up (Annual),"Gray, Kori",Reviewer,,Waiting For Info,Mcmullin,3,53470,"Gray, Kori","Gray, Kori",Annual,No Selection,,Partner
3/15/2024,Muller - Reinger,Write Up (Annual),"Ingram, Bishop",Preparer,,Waiting For Info,Mcmullin,10,53470,"Gray, Kori","Gray, Kori",Annual,No Selection,,No Selection
5/15/2024,Muller - Reinger,Non-Profit Income Tax - Private Foundations,"Gray, Kori",Reviewer,,Waiting For Info,Mcmullin,5,53470,"Gray, Kori","Gray, Kori",,Staff Pool,,Partner
5/15/2024,Muller - Reinger,Non-Profit Income Tax - Private Foundations,"Ibarra, Dream",Preparer,,Waiting For Info,Mcmullin,10,53470,"Gray, Kori","Gray, Kori",,Staff Pool,,Senior
4/15/2024,Kilback - Keebler,Individual Income Tax,Intern,Preparer,,Waiting For Info,ZZINDIV,6,53471,"Gray, Kori","Gray, Kori",,Intern Pool,,Intern
4/15/2024,Kilback - Keebler,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,ZZINDIV,4,53471,"Gray, Kori","Gray, Kori",,Intern Pool,,Partner
9/30/2024,"Konopelski, Farrell and Monahan",Trust Income Tax,"Cummings, Sara",Reviewer,,Waiting For Info,Moose,1,53482,"Cummings, Sara","Cummings, Sara",,Intern Pool,,Partner
9/30/2024,"Konopelski, Farrell and Monahan",Trust Income Tax,Intern,Preparer,,Waiting For Info,Moose,4,53482,"Cummings, Sara","Cummings, Sara",,Intern Pool,,Intern
5/15/2024,Breitenberg - Wiegand,Non-Profit Income Tax - Private Foundations,"Pacheco, Louisa",Preparer,,Waiting For Info,Wallen,8,53484,"Gardner, Asa","Gray, Kori",,No Selection,,Associate
5/15/2024,Breitenberg - Wiegand,Non-Profit Income Tax - Private Foundations,"Gray, Kori",Reviewer,,Waiting For Info,Wallen,4,53484,"Gardner, Asa","Gray, Kori",,No Selection,,Partner
4/15/2024,"Mayert, Thiel and Wilkinson",Individual Income Tax,Intern,Preparer,,Waiting For Info,Mcmullin,5,53491,"Gray, Kori","Gray, Kori",,No Selection,,Intern
4/15/2024,"Mayert, Thiel and Wilkinson",Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Mcmullin,2,53491,"Gray, Kori","Gray, Kori",,No Selection,,Partner
4/15/2024,"Rogahn, Toy and Prosacco",Trust Income Tax,"Pacheco, Louisa",Preparer,,Waiting For Info,Whitesell,5,53492,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,,Associate
4/15/2024,"Rogahn, Toy and Prosacco",Trust Income Tax,"Hubbard, Braden",Reviewer,,Waiting For Info,Whitesell,0.5,53492,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,,Partner
4/15/2024,"Rogahn, Toy and Prosacco",Trust Income Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Whitesell,2,53492,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,,Manager
4/15/2024,"Torphy, Zulauf and Kuhlman",Trust Income Tax,"Pacheco, Louisa",Preparer,,Waiting For Info,Whitesell,5,53493,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,,Associate
4/15/2024,"Torphy, Zulauf and Kuhlman",Trust Income Tax,"Hubbard, Braden",Reviewer,,Waiting For Info,Whitesell,0.5,53493,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,,Partner
4/15/2024,"Torphy, Zulauf and Kuhlman",Trust Income Tax,"Thornton, Madilynn",Reviewer,,Waiting For Info,Whitesell,2,53493,"Hubbard, Braden","Hubbard, Braden",,Staff Pool,,Manager
10/31/2024,Zboncak - Halvorson,Miscellaneous,No Selection,Preparer,,Waiting For Info,Elizalde,10,53495,"Middleton, Cecilia","Hubbard, Braden",Estate Funding Analysis,No Selection,,Supervisor
10/31/2024,Zboncak - Halvorson,Miscellaneous,"Middleton, Cecilia",Reviewer,,Waiting For Info,Elizalde,5,53495,"Middleton, Cecilia","Hubbard, Braden",Estate Funding Analysis,No Selection,,Manager
10/31/2024,Zboncak - Halvorson,Miscellaneous,"Hubbard, Braden",Reviewer,,Waiting For Info,Elizalde,2,53495,"Middleton, Cecilia","Hubbard, Braden",Estate Funding Analysis,No Selection,,Partner
4/15/2024,Murray Inc,Individual Income Tax,Intern,Preparer,,Waiting For Info,Brock,6,53512,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Intern
4/15/2024,Murray Inc,Individual Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Brock,4,53512,"Gardner, Asa","Gardner, Asa",,Intern Pool,,Partner
12/31/2024,Murray Inc,Amended Tax Return,No Selection,Preparer,,Waiting For Info,Brock,2,53512,"Gardner, Asa","Gardner, Asa",2022,No Selection,,No Selection
12/31/2024,Murray Inc,Amended Tax Return,"Gardner, Asa",Reviewer,,Waiting For Info,Brock,2,53512,"Gardner, Asa","Gardner, Asa",2022,No Selection,,Partner
4/15/2024,Bogisich - Fisher,Miscellaneous,"Gray, Kori",Reviewer,,Waiting For Info,Colby,1,53515,"Gray, Kori","Gray, Kori",TIC Report,No Selection,,Partner
9/15/2024,Grimes and Sons,S Corporation Income Tax,"Gray, Kori",Reviewer,,Extension Filed,Colby,4,53516,"Gray, Kori","Gray, Kori",,No Selection,,Partner
9/15/2024,Grimes and Sons,S Corporation Income Tax,"Chen, Lyla",Preparer,,Extension Filed,Colby,10,53516,"Gray, Kori","Gray, Kori",,No Selection,,Associate
4/15/2024,Fritsch Inc,Corporate Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Colby,4,53517,"Gray, Kori","Gray, Kori",,No Selection,,Partner
4/15/2024,Fritsch Inc,Corporate Income Tax,"Chen, Lyla",Preparer,,Waiting For Info,Colby,10,53517,"Gray, Kori","Gray, Kori",,No Selection,,Associate
4/15/2024,Welch - Sawayn,Individual Income Tax,Intern,Preparer,,Waiting For Info,Colby,5,53518,"Gray, Kori","Gray, Kori",,No Selection,,Intern
4/15/2024,Welch - Sawayn,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Colby,4,53518,"Gray, Kori","Gray, Kori",,No Selection,,Partner
10/15/2024,Veum - Kerluke,Partnership Income Tax,"Pacheco, Louisa",Preparer,,Waiting For Info,Boring,1,53524,"Duran, Angel","Duran, Angel",,No Selection,,Intern
10/15/2024,Veum - Kerluke,Partnership Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Boring,1,53524,"Duran, Angel","Duran, Angel",,No Selection,,Partner
4/15/2024,Crona - Cormier,Individual Income Tax,"Montoya, Eloise",Preparer,,Waiting For Info,Lizarraga,1,53526,"Duran, Angel","Duran, Angel",,No Selection,,Intern
4/15/2024,Crona - Cormier,Individual Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Lizarraga,1,53526,"Duran, Angel","Duran, Angel",,No Selection,,Partner
4/15/2024,Willms and Sons,Individual Income Tax,"Montoya, Eloise",Preparer,,Waiting For Info,Lizarraga,1,53527,"Duran, Angel","Duran, Angel",,No Selection,,Intern
4/15/2024,Willms and Sons,Individual Income Tax,"Duran, Angel",Reviewer,,Waiting For Info,Lizarraga,1,53527,"Duran, Angel","Duran, Angel",,No Selection,,Partner
10/15/2024,"Crona, Reilly and Feest",Trust Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Gagliano,4,53528,"Gray, Kori","Gray, Kori",,No Selection,,Partner
10/15/2024,"Crona, Reilly and Feest",Trust Income Tax,"Paul, Cayson",Preparer,,Waiting For Info,Gagliano,10,53528,"Gray, Kori","Gray, Kori",,No Selection,,Intern
4/15/2024,"Hayes, Grant and Turcotte",Trust Income Tax,No Selection,Preparer,,Waiting For Info,ZZINDIV,6,53540,"Gardner, Asa","Gardner, Asa",2022 Bozenich Family Trust,No Selection,,No Selection
4/15/2024,"Hayes, Grant and Turcotte",Trust Income Tax,No Selection,Preparer,,Waiting For Info,ZZINDIV,6,53540,"Gardner, Asa","Gardner, Asa",2022 Bozenich Survivors Trust,No Selection,,No Selection
4/15/2024,"Hayes, Grant and Turcotte",Trust Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,ZZINDIV,2,53540,"Gardner, Asa","Gardner, Asa",2022 Bozenich Family Trust,No Selection,,Partner
4/15/2024,"Hayes, Grant and Turcotte",Trust Income Tax,"Love, Harrison",Reviewer,,Waiting For Info,ZZINDIV,2,53540,"Gardner, Asa","Gardner, Asa",2022 Bozenich Survivors Trust,No Selection,,Partner
4/15/2024,"Hayes, Grant and Turcotte",Trust Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,ZZINDIV,4,53540,"Gardner, Asa","Gardner, Asa",2022 Bozenich Family Trust,No Selection,,Partner
4/15/2024,"Hayes, Grant and Turcotte",Trust Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,ZZINDIV,4,53540,"Gardner, Asa","Gardner, Asa",2022 Bozenich Survivors Trust,No Selection,,Partner
4/15/2024,Jast - Schultz,Individual Income Tax,Intern,Preparer,,Waiting For Info,Cote,2,53541,"Gray, Kori","Gray, Kori",,No Selection,,Intern
4/15/2024,Jast - Schultz,Individual Income Tax,"Gray, Kori",Reviewer,,Waiting For Info,Cote,1,53541,"Gray, Kori","Gray, Kori",,No Selection,,Partner
4/15/2024,"Nitzsche, McDermott and Ortiz",Trust Income Tax,"Montoya, Eloise",Preparer,,Waiting For Info,Mcdaniels,3,53542,"Villanueva, Loretta","Villanueva, Loretta",,No Selection,,Intern
4/15/2024,"Nitzsche, McDermott and Ortiz",Trust Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Mcdaniels,1,53542,"Villanueva, Loretta","Villanueva, Loretta",,No Selection,,Partner
4/15/2024,"Nitzsche, McDermott and Ortiz",Trust Income Tax,"Villanueva, Loretta",Reviewer,,Waiting For Info,Mcdaniels,1,53542,"Villanueva, Loretta","Villanueva, Loretta",,No Selection,,Manager
4/15/2024,Conroy and Sons,Trust Income Tax,"Montoya, Eloise",Preparer,,Waiting For Info,Mcdaniels,3,53543,"Villanueva, Loretta","Villanueva, Loretta",,No Selection,,Intern
4/15/2024,Conroy and Sons,Trust Income Tax,"Gardner, Asa",Reviewer,,Waiting For Info,Mcdaniels,1,53543,"Villanueva, Loretta","Villanueva, Loretta",,No Selection,,Partner
4/15/2024,Conroy and Sons,Trust Income Tax,"Villanueva, Loretta",Reviewer,,Waiting For Info,Mcdaniels,1,53543,"Villanueva, Loretta","Villanueva, Loretta",,No Selection,,Manager
12/31/2024,"Hilpert, Koch and Gleichner",Financial Statements (Bus),"Tapia, Maisie",Reviewer,,Waiting For Info,Howes,2,53549,"Tapia, Maisie","Tapia, Maisie",,No Selection,Audit,Partner
12/31/2024,"Hilpert, Koch and Gleichner",Financial Statements (Bus),"Ibarra, Dream",Preparer,,Waiting For Info,Howes,4,53549,"Tapia, Maisie","Tapia, Maisie",,No Selection,Audit,Senior
